"","Amensalism/Antagonism","Amensalism/Competition","Amensalism/Commensalism","Amensalism/Neutralism","Amensalism/Mutualism","Antagonism/Competition","Antagonism/Commensalism","Antagonism/Neutralism","Antagonism/Mutualism","Competition/Commensalism","Competition/Neutralism","Competition/Mutualism","Commensalism/Neutralism","Commensalism/Mutualism","Neutralism/Mutualism"
"1201710328",0.681852735288808,0.796425956425274,2.06476987037634,3.06476987037634,2.76373987471236,0.114573221136466,1.38291713508753,2.38291713508753,2.08188713942355,1.26834391395106,2.26834391395106,1.96731391828708,1,0.698970004336019,-0.301029995663981
"1201710329",0.985232824032581,0.797001458871338,2.40404385071824,3.51798720302508,2.70507384638222,-0.188231365161242,1.41881102668566,2.5327543789925,1.71984102234964,1.6070423918469,2.72098574415374,1.90807238751088,1.11394335230684,0.301029995663981,-0.812913356642854
"1201710337",0.617504970554036,0.668297232108172,2.53712401522995,3.30055200879289,2.32742415519319,0.0507922615541358,1.91961904467591,2.68304703823885,1.70991918463915,1.86882678312178,2.63225477668471,1.65912692308502,0.763427993562937,-0.209699860036761,-0.973127853599698
"1201710341",0.885582389190228,1.00128370899127,2.22892942896069,3.43304941161661,2.65489816123297,0.115701319801038,1.34334703977046,2.54746702242639,1.76931577204274,1.22764571996942,2.43176570262535,1.6536144522417,1.20411998265592,0.42596873227228,-0.778151250383645
"1201710343",0.681467809135236,0.765191397970522,1.91233532763691,2.41891156169485,2.07441587224977,0.083723588835286,1.23086751850167,1.73744375255961,1.39294806311454,1.14714392966639,1.65372016372433,1.30922447427925,0.506576234057939,0.162080544612866,-0.344495689445073
"1201710348",0.757033024790978,0.775176619015441,2.94101424370557,2.94101424370557,2.46389298898591,0.0181435942244637,2.18398121891459,2.18398121891459,1.70685996419493,2.16583762469013,2.16583762469013,1.68871636997046,0,-0.477121254719664,-0.477121254719664
"1201710350",1.13370926485552,0.821439238657977,2.30661594882136,2.67857711510754,3.16993880894182,-0.312270026197543,1.17290668396584,1.54486785025202,2.0362295440863,1.48517671016338,1.85713787644956,2.34849957028384,0.371961166286182,0.863322860120455,0.491361693834273
"1201710353",0.857044188641903,0.747570458790219,2.60790846536121,3.24473056294839,2.43181720630553,-0.109473729851684,1.75086427671931,2.38768637430648,1.57477301766363,1.86033800657099,2.49716010415817,1.68424674751531,0.636822097587175,-0.176091259055683,-0.812913356642858
"1201710355",1.02570138259813,0.677126225182304,0,3.72205777133146,0,-0.348575157415828,0,2.69635638873333,0,0,3.04493154614916,0,-Inf,0,0
"1201710356",0.674477008842683,0.773365587832827,2.12258362698045,2.85853719756964,2.39780635903815,0.0988885789901442,1.44810661813777,2.18406018872696,1.72332935019546,1.34921803914762,2.08517160973681,1.62444077120532,0.735953570589189,0.275222732057696,-0.460730838531493
"1201710357",0.392906410890963,0.493929870845686,1.87996618814481,3.13523869324811,2.1004765869889,0.101023459954722,1.48705977725384,2.74233228235715,1.70757017609794,1.38603631729912,2.64130882240243,1.60654671614321,1.25527250510331,0.220510398844093,-1.03476210625921
"1201710358",0.979160620966639,0.853265739492395,2.55676182865982,3.87898112339374,2.51725328737614,-0.125894881474245,1.57760120769318,2.8998205024271,1.5380926664095,1.70349608916742,3.02571538390134,1.66398754788375,1.32221929473392,-0.0395085412836753,-1.36172783601759
"1201710362",0.775462111872862,0.880035018223447,1.95694840281525,2.98497712641549,2.25797839847923,0.104572906350585,1.18148629094239,2.20951501454263,1.48251628660637,1.0769133845918,2.10494210819205,1.37794338025578,1.02802872360024,0.301029995663981,-0.726998727936262
"1201710364",0.832811135739938,0.716797128104005,2.15760785336167,2.81765979166732,2.26481782300954,-0.116014007635933,1.32479671762173,1.98484865592738,1.4320066872696,1.44081072525766,2.10086266356331,1.54802069490553,0.66005193830565,0.107209969647869,-0.552841968657781
"1201710365",0.883344308146232,0.827938495120971,2.04248800599583,2.66093841351196,2.59879050676311,-0.0554058130252613,1.1591436978496,1.77759410536573,1.71544619861688,1.21454951087486,1.83299991839099,1.77085201164214,0.618450407516132,0.556302500767288,-0.0621479067488445
"1201710369",0.738395079616091,0.804343261122419,1.91689240843765,0,2.15097561447102,0.0659481815063281,1.17849732882156,0,1.41258053485493,1.11254914731523,0,1.3466323533486,0,0.234083206033368,-Inf
"1201710373",0.572596244120471,0.714694945238968,2.02731618122235,3.03449476584947,2.16919333974693,0.142098701118498,1.45471993710188,2.461898521729,1.59659709562646,1.31262123598338,2.31979982061051,1.45449839450796,1.00717858462712,0.14187715852458,-0.865301426102543
"1201710386",0.841188558389274,0.746527948392341,2.37106786227174,3.75127910398334,2.37106786227174,-0.0946606099969333,1.52987930388246,2.91009054559407,1.52987930388246,1.6245399138794,3.004751155591,1.6245399138794,1.38021124171161,0,-1.38021124171161
"1201710387",0.799453312943074,0.859352572963975,2.10855093035509,2.94469412771642,3.01164091734703,0.0598992600209013,1.30909761741201,2.14524081477334,2.21218760440396,1.24919835739111,2.08534155475244,2.15228834438306,0.83614319736133,0.903089986991943,0.0669467896306134
"1201710388",1.00477568679775,0.788236226799598,2.40166158213214,3.31811553068206,3.14202427162638,-0.216539459998155,1.39688589533438,2.31333984388431,2.13724858482863,1.61342535533254,2.52987930388246,2.35378804482678,0.916453948549926,0.740362689494244,-0.176091259055682
"1201710389",0.73708633466128,0.720204357037607,1.92717218256636,2.68304703823885,2.47892705558292,-0.0168819776236736,1.19008584790508,1.94596070357757,1.74184072092164,1.20696782552875,1.96284268120124,1.75872269854532,0.755874855672492,0.551754873016566,-0.204119982655926
"1201710390",0.998623735545544,0.927002932532676,2.01690804397207,2.93772679792445,2.34021443434721,-0.0716208030128675,1.01828430842653,1.93910306237891,1.34159069880166,1.0899051114394,2.01072386539177,1.41321150181453,0.920818753952375,0.323306390375133,-0.597512363577242
"1201710393",0.868914368981083,0.650010000011509,2.45939248775923,3.43711609304808,3.03917608437604,-0.218904368969575,1.59047811877815,2.56820172406699,2.17026171539496,1.80938248774772,2.78710609303657,2.38916608436453,0.977723605288849,0.579783596616812,-0.397940008672037
"1201710394",0.725498907035067,0.725498907035067,2.36129187029729,3.17420522694015,2.87317523127617,0,1.63579296326222,2.44870631990508,2.1476763242411,1.63579296326222,2.44870631990508,2.1476763242411,0.812913356642856,0.511883360978876,-0.30102999566398
"1201710400",1.21332506982227,0.915162503437532,2.26740496144022,3.51998832803274,2.73386814797782,-0.298162566384736,1.05407989161795,2.30666325821047,1.52054307815556,1.35224245800269,2.60482582459521,1.81870564454029,1.25258336659252,0.466463186537606,-0.786120180054917
"1201710402",0.828837854071678,0.808622561838834,1.82311309856007,2.55706068645166,2.284994386723,-0.0202152922328442,0.994275244488392,1.72822283237998,1.45615653265132,1.01449053672124,1.74843812461283,1.47637182488416,0.733947587891592,0.461881288162925,-0.272066299728666
"1201710404",0.66419294718814,0.73441987363731,1.8538204011854,2.71714326130586,2.12238250871939,0.0702269264491704,1.18962745399726,2.05295031411772,1.45818956153125,1.11940052754809,1.98272338766855,1.38796263508208,0.863322860120455,0.268562107533993,-0.594760752586462
"1201710405",0.814572429095366,0.921239995128941,1.80769217516447,3.088428859389,2.42896739633666,0.106667566033575,0.993119746069109,2.27385643029364,1.61439496724129,0.886452180035534,2.16718886426006,1.50772740120772,1.28073668422453,0.621275221172183,-0.659461463052346
"1201710407",0.852106813145617,0.700998585079505,2.84605148602158,3.35793484700045,3.41592679397814,-0.151108228066113,1.99394467287596,2.50582803385484,2.56381998083252,2.14505290094207,2.65693626192095,2.71492820889863,0.511883360978874,0.569875307956559,0.0579919469776852
"1201710409",0.527522896102535,0.68020236261226,2.23035874707296,3.68265641806759,2.1820540674984,0.152679466509725,1.70283585097042,3.15513352196505,1.65453117139587,1.5501563844607,3.00245405545533,1.50185170488614,1.45229767099463,-0.048304679574555,-1.50060235056919
"1201710410",0.621650466467781,0.737359457029204,1.92510572680966,2.66028790380013,2.47794769546744,0.115708990561423,1.30345526034188,2.03863743733235,1.85629722899966,1.18774626978046,1.92292844677092,1.74058823843824,0.735182176990464,0.55284196865778,-0.182340208332684
"1201710412",0.55255132825035,0.676646282813736,1.35305899566799,2.64043411015929,2.53128964073422,0.124094954563386,0.800507667417639,2.08788278190894,1.97873831248387,0.676412712854254,1.96378782734556,1.85464335792049,1.2873751144913,1.17823064506623,-0.109144469425068
"1201710413",0.586211911044931,0.786725922183981,2.28362010461821,2.94526578593042,2.22147219786937,0.20051401113905,1.69740819357328,2.35905387488549,1.63526028682444,1.49689418243423,2.15853986374644,1.43474627568539,0.661645681312207,-0.0621479067488433,-0.723793588061051
"1201710415",0.540844450099882,0.574469956699875,1.83915158742839,2.77700368067955,2.10031007105468,0.0336255065999925,1.29830713732851,2.23615923057966,1.5594656209548,1.26468163072852,2.20253372397967,1.52584011435481,0.937852093251156,0.26115848362629,-0.676693609624866
"1201710416",0.797773640422868,0.899423404379603,2.04580773660226,3.17435059747938,2.26527024679825,0.101649763956736,1.24803409617939,2.37657695705651,1.46749660637538,1.14638433222265,2.27492719309978,1.36584684241865,1.12854286087713,0.219462510195994,-0.909080350681132
"1201710417",0.876739627756245,0.845025214579039,1.90330853659745,2.67855479633768,2.53242676065945,-0.0317144131772062,1.0265689088412,1.80181516858144,1.6556871329032,1.05828332201841,1.83352958175864,1.68740154608041,0.775246259740236,0.629118224062,-0.146128035678237
"1201710418",0.764049405454465,0.836757307670264,2.20972772673864,2.92988703014459,2.46500023184194,0.0727079022157989,1.44567832128417,2.16583762469013,1.70095082638748,1.37297041906837,2.09312972247433,1.62824292417168,0.720159303405958,0.255272505103306,-0.464886798302652
"1201710419",0.538994573942152,0.662050206452672,2.07429898788464,2.84198480459011,2.26657700803359,0.12305563251052,1.53530441394248,2.30299023064796,1.72758243409144,1.41224878143196,2.17993459813744,1.60452680158092,0.767685816705478,0.192278020148957,-0.575407796556522
"1201710427",0.740362689494244,0.784804633477149,2.01689861167806,2.41135029250428,2.24108857710932,0.0444419439829048,1.27653592218382,1.67098760301003,1.50072588761508,1.23209397820091,1.62654565902713,1.45628394363217,0.394451680826216,0.224189965431259,-0.170261715394957
"1201710429",0.797459455046486,0.733589571885885,1.99159521679581,2.53238555138485,2.35629429232917,-0.0638698831606009,1.19413576174932,1.73492609633837,1.55883483728268,1.25800564490993,1.79879597949897,1.62270472044328,0.540790334589041,0.364699075533357,-0.176091259055684
"1201710443",0.92441713544628,0.824506404539912,1.94214590240671,2.72029715279036,2.84523588939866,-0.0999107309063687,1.01772876696043,1.79588001734408,1.92081875395237,1.1176394978668,1.89579074825044,2.02072948485874,0.778151250383644,0.903089986991944,0.124938736608299
"1201710450",0.648467137180915,0.701222963643624,2.06257449387396,2.56462112406456,2.57575749018251,0.0527558264627099,1.41410735669304,1.91615398688364,1.9272903530016,1.36135153023033,1.86339816042093,1.87453452653889,0.502046630190597,0.513182996308556,0.0111363661179597
"1201710455",0.876008095458524,0.805200885014673,2.36095468769014,2.80028738152041,2.21201567467808,-0.0708072104438513,1.48494659223162,1.92427928606188,1.33600757921955,1.55575380267547,1.99508649650573,1.4068147896634,0.439332693830264,-0.148939013012066,-0.58827170684233
"1201710456",0.656726811005472,0.831197960634899,1.9489546548437,3.44588430291691,2.15808257298669,0.174471149629427,1.29222784383822,2.78915749191144,1.50135576198121,1.1177566942088,2.61468634228201,1.32688461235179,1.49692964807322,0.209127918142989,-1.28780172993023
"1201710471",0.457176422597643,0.463385804054239,2.60604338077851,2.9740201660731,2.38668343156584,0.00620938145659553,2.14886695818086,2.51684374347546,1.9295070089682,2.14265757672427,2.51063436201886,1.9232976275116,0.367976785294595,-0.219359949212662,-0.587336734507257
"1201710475",0.68889029884122,0.719216107287801,1.92234793369966,2.68498701790506,2.19288860721574,0.0303258084465814,1.23345763485844,1.99609671906384,1.50399830837452,1.20313182641186,1.96577091061725,1.47367249992794,0.762639084205396,0.27054067351608,-0.492098410689316
"1201710481",0.843604689554333,0.827049836394033,1.91225706885833,2.83394354434193,2.34258185050766,-0.0165548531602994,1.068652379304,1.9903388547876,1.49897716095333,1.0852072324643,2.0068937079479,1.51553201411363,0.921686475483603,0.43032478164933,-0.491361693834273
"1201710483",0.60309449343732,0.807214476093245,1.82115025403654,2.65460431288709,1.90127664622848,0.204119982655925,1.21805576059922,2.05150981944977,1.29818215279116,1.01393577794329,1.84738983679384,1.09406217013523,0.833454058850549,0.0801263921919381,-0.753327666658611
"1201710484",0.289319146160778,0.328658425687945,1.9389909429819,2.87684303623305,1.99223645493512,0.0393392795271663,1.64967179682112,2.58752389007227,1.70291730877434,1.61033251729395,2.54818461054511,1.66357802924718,0.937852093251156,0.053245511953225,-0.88460658129793
"1201710486",0.981045500726834,0.758612991702444,2.23151418509043,3.12897465658911,2.64402806435749,-0.22243250902439,1.25046868436359,2.14792915586227,1.66298256363065,1.47290119338798,2.37036166488666,1.88541507265504,0.897460471498678,0.412513879267059,-0.484946592231619
"1201710487",1.21535980141442,0.953874346245165,1.9215713909553,3.67361983877474,2.97464983443872,-0.261485455169254,0.706211589540885,2.45826003736032,1.7592900330243,0.967697044710138,2.71974549252958,2.02077548819356,1.75204844781944,1.05307844348342,-0.698970004336018
"1201710489",0.761828291128852,0.760427339972389,2.10636090880675,2.65042895315703,2.55351894014897,-0.00140095115646227,1.3445326176779,1.88860066202817,1.79169064902012,1.34593356883436,1.89000161318464,1.79309160017658,0.544068044350276,0.447158031342219,-0.0969100130080564
"1201710490",0.721013037673224,0.819271094645882,2.03788161402304,2.80379840798967,2.18400964970128,0.0982580569726575,1.31686857634982,2.08278537031645,1.46299661202806,1.21861051937716,1.98452731334379,1.3647385550554,0.765916793966632,0.146128035678237,-0.619788758288394
"1201710493",0.799850399899526,0.695586212411246,1.95345929104508,2.48026832995385,2.2912120937338,-0.10426418748828,1.15360889114555,1.68041793005432,1.49136169383427,1.25787307863383,1.7846821175426,1.59562588132255,0.526809038908768,0.33775280268872,-0.189056236220048
"1201710498",0.755482026687897,0.682718626504465,2.13544186782409,2.87883101194852,2.35930590867577,-0.0727634001834327,1.37995984113619,2.12334898526062,1.60382388198787,1.45272324131962,2.19611238544406,1.6765872821713,0.743389144124431,0.22386404085168,-0.519525103272751
"1201710500",0.727620837313379,0.671625650091768,1.94113859430968,2.94113859430968,2.46401733959002,-0.0559951872216115,1.21351775699631,2.21351775699631,1.73639650227664,1.26951294421792,2.26951294421792,1.79239168949825,1,0.522878745280335,-0.477121254719665
"1201710502",0.783855543825559,1.01129187442595,1.67690945942529,2.80813591987264,2.48362482835913,0.227436330600388,0.893053915599733,2.02428037604708,1.69976928453357,0.665617584999345,1.79684404544669,1.47233295393319,1.13122646044735,0.806715368933842,-0.324511091513506
"1201710504",0.139826592438709,-0.0700378666077551,2.19937354763146,2.48192013760143,2.7160033436348,-0.209864459046465,2.05954695519275,2.34209354516272,2.57617675119609,2.26941141423922,2.55195800420919,2.78604121024255,0.282546589969968,0.516629796003336,0.234083206033368
"1201710506",0.925980547744448,0.900028664821552,1.93413523211569,3.16458415349396,2.14569880933359,-0.0259518829228963,1.00815468437124,2.23860360574952,1.21971826158914,1.03410656729414,2.26455548867241,1.24567014451204,1.23044892137827,0.211563577217901,-1.01888534416037
"1201710507",0.752283689035935,0.704095645552293,2.4852317494854,2.99338723794503,2.62541045265043,-0.048188043483642,1.73294806044946,2.2411035489091,1.8731267636145,1.7811361039331,2.28929159239274,1.92131480709814,0.508155488459633,0.140178703165038,-0.367976785294595
"1201710514",0.848601718203764,0.842672691211508,2.32721796401038,2.86019703619504,2.88652597491739,-0.00592902699225566,1.47861624580661,2.01159531799128,2.03792425671363,1.48454527279887,2.01752434498353,2.04385328370588,0.532979072184663,0.559308010907012,0.0263289387223495
"1201710517",1.07409363237702,0.919751843213731,1.84465110722801,3.16340986985243,2.41328734306903,-0.154341789163289,0.770557474850995,2.08931623747541,1.33919371069201,0.924899264014283,2.2436580266387,1.49353549985529,1.31875876262441,0.568636235841012,-0.750122526783402
"1201710520",0.750445084395941,0.73722781916832,1.64611851124852,2.64785222405752,2.26764098234591,-0.013217265227621,0.89567342685258,1.89740713966158,1.51719589794997,0.908890692080201,1.9106244048892,1.53041316317759,1.001733712809,0.621522471097394,-0.380211241711607
"1201710525",0.732690497747587,0.849851605784098,1.90728160166086,2.85779623858094,2.07411249959734,0.117161108036511,1.17459110391327,2.12510574083336,1.34142200184975,1.05742999587676,2.00794463279684,1.22426089381324,0.950514636920082,0.166830897936477,-0.783683738983606
"1201710528",0.539535341453124,0.378639343155397,2.20471414585622,2.90368415019224,2.66960094415887,-0.160895998297727,1.6651788044031,2.36414880873912,2.13006560270575,1.82607480270083,2.52504480703684,2.29096160100348,0.698970004336019,0.464886798302651,-0.234083206033368
"1201710535",0.868175362914868,0.853051903813325,2.02302370298797,2.4843506905244,2.16808072830368,-0.0151234591015431,1.1548483400731,1.61617532760953,1.29990536538881,1.16997179917464,1.63129878671107,1.31502882449035,0.461326987536431,0.145057025315712,-0.316269962220719
"1201710536",0.587136344847729,0.855442495703087,1.35694382088824,2.98362628712453,2.12830908192859,0.268306150855357,0.769807476040511,2.3964899422768,1.54117273708086,0.501501325185154,2.12818379142145,1.2728665862255,1.62668246623629,0.77136526104035,-0.855317205195944
"1201710540",0.676931290829604,0.826883450079235,1.51817462078734,2.9608783107033,2.48375705598364,0.149952159249631,0.841243329957734,2.2839470198737,1.80682576515404,0.691291170708102,2.13399486062407,1.65687360590441,1.44270368991597,0.965582435196304,-0.477121254719664
"1201710543",1.1036787845728,0.815478577128313,2.79091038563758,3.20108485072662,2.55482119690661,-0.288200207444488,1.68723160106477,2.09740606615382,1.45114241233381,1.97543180850926,2.38560627359831,1.7393426197783,0.410174465089049,-0.236089188730965,-0.646263653820014
"1201710548",0.462362883532677,0.585776886631347,1.27604061904444,2.26297814620519,1.74495190371927,0.12341400309867,0.813677735511758,1.80061526267252,1.28258902018659,0.690263732413088,1.67720125957385,1.15917501708792,0.986937527160759,0.468911284674833,-0.518026242485927
"1201710549",0.753363301443144,0.787866750744833,1.99470082573046,2.90983673235247,1.99338278380254,0.0345034493016885,1.24133752428731,2.15647343090932,1.2400194823594,1.20683407498562,2.12196998160764,1.20551603305771,0.915135906622012,-0.00131804192791276,-0.916453948549925
"1201710551",0.633588318819677,0.873976508512668,1.94373427547711,2.462248215355,1.92442912028172,0.240388189692991,1.31014595665743,1.82865989653532,1.29084080146205,1.06975776696444,1.58827170684233,1.05045261176906,0.518513939877886,-0.0193051551953866,-0.537819095073273
"1201710553",1.04160995914687,0.907602556144481,2.34664269726452,2.99985521103986,2.45578716668959,-0.134007403002385,1.30503273811766,1.958245251893,1.41417720754272,1.43904014112004,2.09225265489538,1.54818461054511,0.653212513775343,0.109144469425066,-0.544068044350277
"1201710555",0.742582954024904,0.569941917539806,2.17330284188819,3.57124285056022,2.24902355582631,-0.172641036485098,1.43071988786328,2.82865989653532,1.5064406018014,1.60336092434838,3.00130093302042,1.6790816382865,1.39794000867204,0.0757207139381192,-1.32221929473392
"1201710557",0.828064700715477,0.884865166885744,1.92864409146433,2.66900678095858,2.7481880270062,0.0568004661702678,1.10057939074886,1.8409420802431,1.92012332629072,1.04377892457859,1.78414161407283,1.86332286012046,0.740362689494244,0.819543935541869,0.0791812460476246
"1201710558",0.733413829538916,0.80521312196394,2.02760440067259,0,2.32863439633657,0.0717992924250249,1.29419057113368,0,1.59522056679766,1.22239127870865,0,1.52342127437263,0,0.30102999566398,-Inf
"1201710559",0.749205110566849,0.762648632181826,1.77706415474243,2.63876145657615,2.1360860973841,0.013443521614977,1.02785904417558,1.8895563460093,1.38688098681725,1.0144155225606,1.87611282439432,1.37343746520227,0.861697301833718,0.359021942641668,-0.50267535919205
"1201710560",0.755772228039969,0.767630834600634,2.45037742697354,3.52955867302116,2.33922697485087,0.0118586065606646,1.69460519893357,2.77378644498119,1.5834547468109,1.68274659237291,2.76192783842053,1.57159614025024,1.07918124604762,-0.111150452122668,-1.19033169817029
"1201710563",0.799301259503801,0.814609230144717,1.75259282816051,3.25433655778851,2.42503278495748,0.0153079706409156,0.95329156865671,2.45503529828471,1.62573152545368,0.937983598015795,2.43972732764379,1.61042355481276,1.50174372962799,0.67243995679697,-0.829303772831025
"1201710564",0.997176370016087,0.716535369595681,2.45440925868623,3.22032605265286,2.56711353887752,-0.280641000420406,1.45723288867014,2.22314968263677,1.56993716886143,1.73787388909055,2.50379068305718,1.85057816928184,0.765916793966632,0.112704280191287,-0.653212513775345
"1201710566",1.12907014193371,0.752454498966402,2.78846488795974,0,3.07570659913809,-0.376615642967303,1.65939474602604,0,1.94663645720438,2.03601038899334,0,2.32325210017169,0,0.287241711178349,-Inf
"1201710570",0.817780897334842,0.828468108763484,2.0106123505672,3.68730596019207,2.43203345508876,0.0106872114286414,1.19283145323236,2.86952506285723,1.61425255775392,1.18214424180372,2.85883785142859,1.60356534632528,1.67669360962487,0.421421104521561,-1.2552725051033
"1201710582",0.512593572881881,0.747293236764536,1.37103632423883,2.40654018043395,1.75154411391819,0.234699663882655,0.858442751356951,1.89394660755207,1.23895054103631,0.623743087474297,1.65924694366942,1.00425087715366,1.03550385619512,0.380507789679362,-0.654996066515761
"1201710583",0.563555499733098,0.57273107656201,2.41937740513913,3.11834740947515,2.1406238041863,0.00917557682891259,1.85582190540603,2.55479190974205,1.5770683044532,1.84664632857712,2.54561633291314,1.56789272762429,0.698970004336019,-0.278753600952829,-0.977723605288848
"1201710584",1.01980839335355,0.802645554131652,1.76336053034231,3.03053225874533,2.66255547345073,-0.2171628392219,0.743552136988759,2.01072386539177,1.64274708009718,0.960714976210659,2.22788670461367,1.85990991931908,1.26717172840301,0.89919494310842,-0.367976785294594
"1201710585",0.773571652778891,0.734393348361485,2.04430110894602,2.92890769024395,2.75281643118827,-0.0391783044174057,1.27072945616713,2.15533603746506,1.97924477840938,1.30990776058454,2.19451434188247,2.01842308282679,0.884606581297931,0.708515322242249,-0.176091259055682
"1201710586",0.414394123082953,0.449649211109246,2.54365423347389,2.84468422913788,2.54365423347389,0.0352550880262933,2.12926011039094,2.43029010605492,2.12926011039094,2.09400502236465,2.39503501802863,2.09400502236465,0.301029995663981,0,-0.301029995663981
"1201710588",0.931097636008565,0.77960787195822,2.0043846036702,3.53586352071245,2.29282547202616,-0.151489764050346,1.07328696766163,2.60476588470389,1.36172783601759,1.22477673171198,2.75625564875423,1.51321760006794,1.53147891704226,0.288440868355962,-1.24303804868629
"1201710589",1.02539396638728,0.974463873897075,2.47724711893787,3.14000495061945,3.83897495495547,-0.0509300924901999,1.4518531525506,2.11461098423217,2.81358098856819,1.5027832450408,2.16554107672237,2.86451108105839,0.662757831681574,1.36172783601759,0.698970004336019
"1201710590",0.89091828535893,0.818271076144365,2.31605103184487,3.73102437981569,2.82793439282374,-0.072647209214565,1.42513274648594,2.84010609445676,1.93701610746481,1.49777995570051,2.91275330367132,2.00966331667938,1.41497334797082,0.511883360978874,-0.903089986991944
